id,provider_id,category_id,title,slug,description,short_description,base_price_cents,pricing_type,duration_minutes,images,includes,why_choose,is_active,is_verified,is_featured,is_deleted,rating,total_reviews,total_bookings,verified_hours,created_at,updated_at,duration_days,duration_hours,total_duration_minutes,advance_payment_percentage,isRejected,max_booking_hours,max_parallel_bookings,milestones,min_booking_hours,rejectedAt,rejectionNote,service_location,excludes,platform_fee_percentage
bde709ee-6ee3-45c4-9165-e36f63c9243b,9269186f-6c42-4c87-b560-25d5fb57c39e,e54b2e6e-af87-4b2f-9512-20314813671a,Deep Home Cleaning,deep-home-cleaning,"Professional deep cleaning service for your entire home. Includes kitchen, bathrooms, bedrooms, and living areas.",Complete home deep cleaning with eco-friendly products,149900,fixed,180,"['"https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop'"]",,,t,t,t,f,4.80,50,100,0,2026-04-02 04:27:20.838,2026-04-02 04:27:20.838,0,0,,0,f,,1,,,,,onsite,,
bb3dea53-ac78-4c98-899e-d6b980b56d09,62a38d24-7328-49f7-b174-1a965c8794dd,a8946753-adbb-463c-8c91-e19653b7d3f2,Bridal Makeup & Hair,bridal-makeup-hair,"Complete bridal makeup and hairstyling package. Includes trial session, HD makeup, hairstyling, and draping.",Professional bridal makeup with trial session,899900,fixed,240,"['"https://images.unsplash.com/photo-1560750588-73207b1ef5b8?w=400&h=300&fit=crop'"]",,,t,t,t,f,4.80,50,100,0,2026-04-02 04:27:20.884,2026-04-02 04:27:20.884,0,0,,0,f,,1,,,,,onsite,,
529224d7-4fd9-431a-b02c-84feb3833819,9269186f-6c42-4c87-b560-25d5fb57c39e,cc4a0570-3b04-4b2a-a2e9-05ec4804431d,AC Repair & Service,ac-repair-service,"Expert AC repair and maintenance service. Gas refilling, deep cleaning, filter replacement. All brands supported.",Professional AC repair and servicing for all brands,49900,fixed,90,"['"https://images.unsplash.com/photo-1621905251189-08b45d6a269e?w=400&h=300&fit=crop'"]",,,t,t,t,f,4.80,50,100,0,2026-04-02 04:27:20.959,2026-04-02 04:27:20.959,0,0,,0,f,,1,,,,,onsite,,
0c76a77e-b23a-4dae-be5e-e185b1b3df37,baf5b297-4b2a-4ec1-a5ea-b9840970115c,3f160228-51c8-4ecf-8a0a-57dfed1b0239,Wedding Photography,wedding-photography,"Professional wedding photography package. Includes pre-wedding shoot, full day coverage, candid photography.",Complete wedding photography with pre-wedding shoot,4999900,custom,720,"['"https://images.unsplash.com/photo-1542038784456-1ea8e935640e?w=400&h=300&fit=crop'"]",,,t,t,t,f,4.80,50,100,0,2026-04-02 04:27:21.047,2026-04-02 04:27:21.047,0,0,,0,f,,1,,,,,onsite,,
2af592be-0027-47c0-997a-7823a1cfde85,62a38d24-7328-49f7-b174-1a965c8794dd,0e2acfd3-b488-493c-a54f-d3268eb73f66,Math & Science Tutoring,math-science-tutoring,"Personalized tutoring for Class 8-12 students. Covers Mathematics, Physics, Chemistry, and Biology.",Expert tutoring for Class 8-12 Math & Science,80000,hourly,60,"['"https://images.unsplash.com/photo-1503676260728-1c00da094a0b?w=400&h=300&fit=crop'"]",,,t,t,t,f,4.80,50,100,0,2026-04-02 04:27:21.061,2026-04-02 04:27:21.061,0,0,,0,f,,1,,,,,onsite,,
d4e1b2a6-6475-4f20-93f6-e833507733fc,baf5b297-4b2a-4ec1-a5ea-b9840970115c,3683acb1-77f4-42bd-92e3-f5723891b482,Personal Fitness Training,personal-fitness-training,"One-on-one personal training sessions. Customized workout plans, diet guidance, and progress tracking.",Personalized fitness training with diet plans,120000,hourly,60,"['"https://images.unsplash.com/photo-1571019614242-c5c5dee9f50b?w=400&h=300&fit=crop'"]",,,t,t,t,f,4.80,50,100,0,2026-04-02 04:27:21.081,2026-04-02 04:27:21.081,0,0,,0,f,,1,,,,,onsite,,
bdfa2e82-d9ec-4ee5-87e1-e4d47154ab7b,2f7662b7-a4e6-4552-9f60-283a673c9874,a8946753-adbb-463c-8c91-e19653b7d3f2,Testing service,testing-service,Ghdkkd. Djkdhhhdkkd djjsghskjd djjsghskjd jjdnn and,Testing,10000,hourly,0,[],[],,t,t,f,f,0.00,0,0,0,2026-04-02 08:43:39.859,2026-04-02 08:43:39.859,0,0,0,100,f,2,1,null,1,,,onsite,,
f8233e46-895b-4346-9928-993f24c51e34,2f7662b7-a4e6-4552-9f60-283a673c9874,09219e10-8c5b-4ec3-ac67-83637c35bc83,Test Bustle,test-bustle,Is launch subol vinod Kuch am still in hall la L pariapdi Kal is Lakshmi,Testing,10000,fixed,1440,[],[],,t,t,f,f,0.00,0,0,0,2026-04-02 08:11:23.96,2026-04-02 08:11:23.96,0,0,1440,30,f,,1,"[{'"name'": '"One'", '"percentage'": 10}, {'"name'": '"Two'", '"percentage'": 30}, {'"name'": '"Three'", '"percentage'": 30}]",,,,onsite,,
0ae7cb75-7d4d-4119-ab87-39be14355df5,2f7662b7-a4e6-4552-9f60-283a673c9874,3683acb1-77f4-42bd-92e3-f5723891b482,Test 2 service,test-2-service,Hhdkkdbjdoksbbskjdbbsjnsnndhbdhdjndnjdksnbsndnbdbdjsj,Testing,1000,custom,1440,[],[],,t,t,f,f,0.00,0,0,0,2026-04-02 08:40:48.856,2026-04-02 12:45:31.811,0,0,1440,30,f,,1,"[{'"name'": '"dsfgsdfgsdfg'", '"percentage'": 30}, {'"name'": '"sdfasd'", '"percentage'": 40}]",,,,onsite,,
1534cdfa-8630-4526-8ccd-a0d533bdaa9b,aabe1d28-fa56-458c-bc61-fce3722d9718,a8946753-adbb-463c-8c91-e19653b7d3f2,Dhxjcnvmvxjiff,dhxjcnvmvxjiff,Dufjgjgjg fhcjgkvkv ncjcjcjcjfhgjgkgugjgkgjfjfhfhch,Ngkvjcbcbch,10000,fixed,1440,[],"['"Xhxbcnxb'", '"Aaaaaaa'"]",,f,t,f,t,0.00,0,0,0,2026-05-18 03:52:02.25,2026-05-18 04:14:16.824,0,0,1440,100,f,,1,null,,,,onsite,"['"Vxbxbcncncj'", '"Tryrtr'"]",
78d33cb2-46c1-4224-8270-39062c61838e,aabe1d28-fa56-458c-bc61-fce3722d9718,313893e3-8629-42df-9183-0b8719908dff,Bustle One,cbnnbbhhjnnn,B. N b vgxhxhvnvjfggvghffg,Ghjnnj,200,fixed,1440,"['"https://bustler-production.s3.ap-south-1.amazonaws.com/images/dd13a49d-a36e-47ef-b13b-1232048240d7-5c53693b-9a98-42b9-ac9a-e5695d347474.png'"]","['"Test'", '"Hfddxffvnnnnkhcjjhcchj'"]",,t,t,f,f,4.67,1,0,0,2026-05-18 04:18:57.217,2026-06-01 08:35:50.08,0,0,1440,50,f,,2,"[{'"name'": '"Initial '", '"percentage'": 50}]",,,,onsite,"['"Test hhfc'", '"Hgfdcf'"]",20.00
302d25ec-12b9-44b1-b367-70d82ee1c90c,2f7662b7-a4e6-4552-9f60-283a673c9874,a8946753-adbb-463c-8c91-e19653b7d3f2,Ghskkskskksm,ghskkskskksm,Fgsjjd ndmc dndnksn dndnksn nbdn and jjdnndmdndn d,Bsbnxb,10000,custom,0,[],[],,f,t,f,t,0.00,0,0,0,2026-04-02 08:47:26.458,2026-04-02 08:47:55.796,0,0,0,100,f,,1,null,,,,onsite,,
b14a2189-29f1-434e-9c90-4f928b1a8e01,aabe1d28-fa56-458c-bc61-fce3722d9718,a8946753-adbb-463c-8c91-e19653b7d3f2,Xhhdgdbdbd,xhhdgdbdbd,Dhdhxbdxbhc bdbdfhdbdbbbdfhncfhfjfjffjfnnfnfhdbdbdhdchc,Cbdbbxbxbd,100,fixed,1440,[],"['"One'"]",,f,t,f,t,0.00,0,0,0,2026-05-18 04:05:47.02,2026-05-18 04:14:13.196,0,0,1440,100,f,,1,null,,,,onsite,"['"Two'"]",
719e1be7-ed2d-416d-b379-4383c4abe9b1,aabe1d28-fa56-458c-bc61-fce3722d9718,a8946753-adbb-463c-8c91-e19653b7d3f2,Test Bustle,test-bustle,Gshkkd djjksldvjskke djkskhsvshjjjs djjskdbkskdbd djksksnnsjdj,Testing gjkd. Djksk,1000,hourly,,[],[],,t,t,f,f,5.00,2,0,0,2026-05-03 13:52:53.826,2026-06-18 07:04:23.345,,,,50,f,3,1,"[{'"name'": '"Testing'", '"percentage'": 50}]",1,,,onsite,[],
f782cbdb-6c2e-436f-bdf4-7d5859649709,aabe1d28-fa56-458c-bc61-fce3722d9718,09219e10-8c5b-4ec3-ac67-83637c35bc83,Test Bustle error,test-bustle-error,Dbhdbndnndbdh fjjdbjd. Djbdjjdvhr,Gdjjdjdknd,1000,fixed,1440,[],[],,t,f,f,f,0.00,0,0,0,2026-06-01 08:41:28.148,2026-06-01 08:43:26.539,0,0,1440,100,f,,1,[],,,,onsite,[],
d7eed6a7-efe5-4d13-81d6-8b41c5885fa5,aabe1d28-fa56-458c-bc61-fce3722d9718,09219e10-8c5b-4ec3-ac67-83637c35bc83,Bustle Two,test-2-bustle,Test jjkfjjchjb hjdhrhdheheheheg yeetehehrhehe hehrheherh,Testing,1000,custom,,[],"['"Ttttt'"]",,t,t,f,f,3.83,1,0,0,2026-05-18 04:15:39.094,2026-06-01 08:35:59.825,,,,10,f,2,1,"[{'"name'": '"Initial '", '"percentage'": 50}, {'"name'": '"Testing'", '"percentage'": 40}]",1,,,online,[],
9d843341-99c7-47a1-b05d-09266cab6ce7,aabe1d28-fa56-458c-bc61-fce3722d9718,09219e10-8c5b-4ec3-ac67-83637c35bc83,Gdhdjkdbdbxnn,gdhdjkdbdbxnn,Xbjskznvzbzkz xnxnnxnx nxnbx,Bdbskkzbxb,100,fixed,1440,[],[],,t,t,f,f,0.00,0,0,0,2026-06-01 08:47:03.57,2026-06-19 12:06:22.926,0,0,1440,100,f,,1,[],,,,onsite,[],
